session ID,session_duration,total_pages_viewed,main_category_count,clothing_models_count,avg_price,max_price,min_price,price_range,country,cluster
11786,12,2,3,11,44.5,82,28,54,29,0
11787,4,3,2,4,52.25,62,33,29,29,0
11788,2,2,2,2,42.5,57,28,29,29,0
11789,16,3,3,12,43.6875,62,28,34,29,0
11790,7,1,1,6,47.285714285714285,62,28,34,9,0
11791,4,1,3,4,44.0,52,38,14,29,0
11792,1,1,1,1,62.0,62,62,0,29,3
11793,9,1,2,8,42.77777777777778,82,28,54,29,0
11794,2,1,2,2,44.0,50,38,12,29,1
11795,14,4,3,11,42.642857142857146,57,33,24,29,0
11796,2,1,2,2,45.0,52,38,14,29,1
11797,2,2,1,2,50.0,62,38,24,29,3
11798,4,2,2,3,36.5,52,28,24,29,0
11799,16,4,4,14,45.0625,62,23,39,29,2
11800,3,1,2,3,44.333333333333336,67,33,34,29,0
11801,1,1,1,1,57.0,57,57,0,29,3
11802,7,2,3,7,44.285714285714285,62,20,42,9,0
11803,2,2,2,2,38.0,38,38,0,29,1
11804,3,3,1,3,62.0,62,62,0,29,3
11805,7,2,2,7,51.285714285714285,82,38,44,29,0
11806,11,3,2,11,42.45454545454545,62,33,29,29,0
11807,3,2,2,3,37.666666666666664,57,28,29,29,0
11808,1,1,1,1,28.0,28,28,0,29,1
11809,1,1,1,1,82.0,82,82,0,29,3
11810,34,5,3,30,36.35294117647059,62,20,42,29,2
11811,3,1,1,3,48.666666666666664,65,38,27,29,3
11812,3,2,1,2,36.333333333333336,43,33,10,29,1
11813,2,1,2,2,38.0,38,38,0,29,1
11814,6,2,3,6,46.833333333333336,52,38,14,29,0
11815,5,2,1,5,36.0,48,28,20,9,1
11816,11,1,1,4,64.0,72,43,29,29,3
11817,8,2,2,4,52.375,62,33,29,29,0
11818,15,4,4,15,40.93333333333333,62,20,42,29,2
11819,5,3,2,5,33.8,52,23,29,29,0
11820,1,1,1,1,48.0,48,48,0,29,3
11821,2,2,2,2,45.5,48,43,5,29,1
11822,6,2,2,5,40.333333333333336,62,33,29,29,0
11823,1,1,1,1,33.0,33,33,0,29,1
11824,10,4,2,10,30.0,43,23,20,29,0
11825,11,3,4,10,41.18181818181818,62,28,34,29,0
11826,8,3,4,8,47.875,67,20,47,29,0
11827,9,3,1,8,35.77777777777778,48,23,25,29,0
11828,1,1,1,1,48.0,48,48,0,29,3
11829,1,1,1,1,57.0,57,57,0,29,3
11830,2,2,1,2,54.5,57,52,5,29,3
11831,7,1,3,6,42.714285714285715,62,28,34,29,0
11832,5,1,1,5,36.0,48,28,20,29,1
11833,2,1,2,2,28.0,33,23,10,29,1
11834,3,2,3,3,31.333333333333332,38,23,15,29,1
11835,2,1,1,2,50.0,62,38,24,29,3
11836,47,4,4,38,41.57446808510638,62,28,34,29,2
11837,1,1,1,1,57.0,57,57,0,29,3
11838,7,2,1,7,46.142857142857146,57,38,19,29,3
11839,6,3,2,5,42.166666666666664,48,33,15,29,0
11840,11,4,3,11,36.09090909090909,62,23,39,29,0
11841,2,1,1,2,45.0,52,38,14,9,1
11842,74,4,4,63,44.054054054054056,67,18,49,31,2
11843,8,3,1,8,48.75,62,33,29,29,0
11844,37,5,3,34,44.16216216216216,82,20,62,29,2
11845,6,2,1,6,49.833333333333336,57,38,19,29,3
11846,6,3,1,6,46.666666666666664,62,28,34,29,0
11847,1,1,1,1,38.0,38,38,0,29,1
11848,25,5,4,25,44.92,67,28,39,29,2
11849,5,3,2,5,61.0,67,52,15,29,3
11850,8,1,3,8,48.875,82,23,59,29,0
11851,4,3,2,4,42.75,52,28,24,29,0
11852,2,2,1,2,51.5,55,48,7,29,3
11853,6,2,1,6,47.5,62,38,24,29,0
11854,9,2,3,9,46.55555555555556,72,28,44,29,0
11855,6,2,2,6,37.833333333333336,57,23,34,29,0
11856,12,1,3,10,41.916666666666664,60,33,27,29,0
11857,4,1,1,4,61.75,82,43,39,29,3
11858,3,1,2,3,41.333333333333336,48,38,10,9,1
11859,10,3,2,10,46.6,82,20,62,9,0
11860,3,2,2,3,38.0,48,28,20,29,1
11861,12,3,2,8,40.833333333333336,60,28,32,9,0
11862,1,1,1,1,48.0,48,48,0,44,3
11863,1,1,1,1,28.0,28,28,0,46,1
11864,1,1,1,1,33.0,33,33,0,46,1
11865,1,1,1,1,43.0,43,43,0,46,1
11866,3,1,3,3,47.666666666666664,52,43,9,46,3
11867,3,1,2,3,52.666666666666664,82,38,44,46,0
11868,14,3,2,13,45.357142857142854,82,23,59,29,0
11869,1,1,1,1,33.0,33,33,0,29,1
11870,16,2,2,15,48.875,82,28,54,29,0
11871,2,1,1,2,50.0,62,38,24,29,3
11872,10,2,1,10,52.4,67,38,29,29,0
11873,4,3,2,4,49.75,62,28,34,29,0
11874,1,1,1,1,33.0,33,33,0,29,1
11875,10,4,2,10,45.0,57,28,29,29,0
11876,1,1,1,1,48.0,48,48,0,46,3
11877,17,4,3,15,40.64705882352941,57,23,34,29,2
11878,4,1,3,4,55.0,72,43,29,9,0
11879,2,1,2,2,33.0,33,33,0,29,1
11880,26,5,3,22,41.80769230769231,57,28,29,29,2
11881,1,1,1,1,57.0,57,57,0,29,3
11882,44,3,2,18,47.36363636363637,82,20,62,9,2
11883,2,1,1,2,50.0,62,38,24,9,3
11884,3,2,1,3,36.0,52,23,29,29,1
11885,6,1,2,6,49.333333333333336,67,33,34,9,0
11886,6,4,4,6,37.833333333333336,52,28,24,29,0
11887,43,4,4,38,42.093023255813954,67,20,47,29,2
11888,8,1,2,7,47.0,57,23,34,29,0
11889,5,3,2,5,44.6,57,28,29,29,0
11890,16,4,3,16,39.75,52,28,24,29,0
11891,7,2,2,7,50.285714285714285,67,28,39,28,0
11892,4,2,1,4,56.0,67,38,29,9,3
11893,1,1,1,1,38.0,38,38,0,29,1
11894,12,3,3,12,51.75,82,28,54,9,0
11895,17,2,1,12,48.705882352941174,82,33,49,9,0
11896,1,1,1,1,43.0,43,43,0,29,1
11897,24,3,3,17,47.25,62,26,36,29,2
11898,1,1,1,1,38.0,38,38,0,29,1
11899,4,2,2,3,26.75,33,23,10,21,1
11900,1,1,1,1,43.0,43,43,0,44,1
11901,15,4,2,13,37.733333333333334,62,23,39,29,0
11902,12,3,3,9,41.583333333333336,62,26,36,29,0
11903,15,2,2,15,47.53333333333333,67,28,39,29,0
11904,4,2,3,4,44.0,57,28,29,29,0
11905,4,1,2,4,47.75,72,28,44,39,0
11906,6,3,2,6,43.666666666666664,62,28,34,32,0
11907,1,1,1,1,62.0,62,62,0,29,3
11908,1,1,1,1,62.0,62,62,0,29,3
11909,8,3,3,8,39.25,57,20,37,41,0
11910,13,4,3,12,41.07692307692308,62,28,34,29,0
11911,3,2,3,3,45.666666666666664,52,33,19,24,0
11912,2,2,1,2,40.5,43,38,5,29,1
11913,2,1,1,2,47.5,62,33,29,29,3
11914,1,1,1,1,38.0,38,38,0,29,1
11915,3,1,2,3,42.666666666666664,52,33,19,29,1
11916,3,2,1,3,47.666666666666664,72,33,39,29,0
11917,5,3,2,5,42.8,62,28,34,29,0
11918,6,1,1,6,48.0,62,28,34,9,0
11919,10,3,3,10,48.7,67,33,34,29,0
11920,1,1,1,1,62.0,62,62,0,29,3
11921,1,1,1,1,67.0,67,67,0,24,3
11922,3,2,2,3,54.0,62,43,19,9,3
11923,4,2,3,4,49.5,60,38,22,29,0
11924,3,1,1,3,53.666666666666664,57,52,5,29,3
11925,9,3,3,9,44.55555555555556,67,20,47,29,0
11926,4,1,3,4,41.5,62,33,29,29,0
11927,2,1,1,1,62.0,62,62,0,29,3
11928,7,1,3,7,46.142857142857146,62,33,29,29,0
11929,1,1,1,1,48.0,48,48,0,29,3
11930,4,2,2,4,42.5,52,33,19,9,0
11931,4,1,1,2,48.5,52,38,14,9,3
11932,10,1,1,10,38.0,48,23,25,29,1
11933,7,3,3,6,43.57142857142857,57,28,29,41,0
11934,1,1,1,1,48.0,48,48,0,29,3
11935,2,1,1,2,45.0,52,38,14,29,1
11936,1,1,1,1,33.0,33,33,0,29,1
11937,3,3,2,3,47.0,55,43,12,29,3
11938,3,3,2,3,43.0,48,33,15,29,0
11939,10,3,2,10,50.4,67,28,39,29,0
11940,2,1,2,2,40.0,52,28,24,29,1
11941,8,2,2,8,47.5,57,38,19,29,0
11942,4,1,2,4,42.25,60,33,27,29,0
11943,1,1,1,1,28.0,28,28,0,29,1
11944,7,2,2,7,56.57142857142857,82,33,49,29,0
11945,2,1,1,1,23.0,23,23,0,29,1
11946,3,2,1,2,48.0,48,48,0,34,3
11947,5,2,2,5,39.0,43,33,10,29,1
11948,6,2,3,5,33.833333333333336,38,23,15,29,1
11949,10,3,3,9,42.8,57,23,34,29,0
11950,1,1,1,1,48.0,48,48,0,29,3
11951,5,1,2,5,51.4,82,28,54,29,0
11952,8,4,3,8,36.75,48,28,20,29,0
11953,4,1,2,4,29.25,33,23,10,29,1
11954,1,1,1,1,38.0,38,38,0,29,1
11955,6,2,1,6,34.666666666666664,43,28,15,29,1
11956,6,1,1,3,49.0,57,38,19,29,3
11957,5,1,2,3,46.0,48,38,10,29,1
11958,12,2,3,12,47.166666666666664,62,28,34,29,0
11959,15,3,3,15,52.93333333333333,67,28,39,29,0
11960,2,1,1,2,30.5,33,28,5,29,1
11961,11,3,2,11,40.0,67,23,44,29,0
11962,4,3,1,4,35.5,48,28,20,29,1
11963,1,1,1,1,38.0,38,38,0,29,1
11964,1,1,1,1,38.0,38,38,0,29,1
11965,5,2,1,3,62.0,62,62,0,29,3
11966,3,1,1,2,47.333333333333336,52,38,14,29,3
11967,2,1,1,2,30.5,33,28,5,29,1
11968,2,1,1,2,50.0,62,38,24,29,3
11969,3,1,2,3,36.333333333333336,48,23,25,29,1
11970,8,2,1,8,52.375,67,38,29,29,0
11971,7,2,1,7,51.0,67,38,29,29,0
11972,2,2,2,2,28.0,28,28,0,34,1
11973,6,2,2,5,41.166666666666664,52,33,19,29,0
11974,4,3,2,4,53.75,62,48,14,29,3
11975,5,1,2,5,54.6,82,28,54,29,0
11976,6,1,2,6,38.833333333333336,48,28,20,29,1
11977,5,1,3,4,50.2,60,38,22,9,0
11978,3,2,2,3,39.666666666666664,43,33,10,29,1
11979,1,1,1,1,57.0,57,57,0,29,3
11980,1,1,1,1,57.0,57,57,0,29,3
11981,15,3,4,12,45.266666666666666,62,33,29,29,0
11982,12,1,2,9,33.833333333333336,43,28,15,29,1
11983,1,1,1,1,28.0,28,28,0,29,1
11984,3,1,1,3,55.666666666666664,67,38,29,29,3
11985,5,2,1,5,54.4,67,38,29,29,3
11986,2,1,1,2,28.0,33,23,10,29,1
11987,8,1,2,8,54.75,67,38,29,29,0
11988,3,1,1,3,46.0,62,33,29,29,0
11989,2,1,2,2,47.5,57,38,19,29,3
11990,6,3,2,6,58.0,67,48,19,29,3
11991,1,1,1,1,62.0,62,62,0,29,3
11992,2,1,1,2,52.0,52,52,0,29,3
11993,2,1,1,2,43.0,43,43,0,29,1
11994,2,1,2,2,42.5,52,33,19,29,1
11995,1,1,1,1,62.0,62,62,0,29,3
11996,1,1,1,1,52.0,52,52,0,29,3
11997,21,2,4,21,44.80952380952381,67,28,39,29,2
11998,2,2,1,2,28.0,28,28,0,29,1
11999,5,2,1,5,56.0,62,52,10,29,3
12000,1,1,1,1,38.0,38,38,0,29,1
12001,21,5,4,21,43.523809523809526,82,28,54,29,2
12002,22,1,4,22,44.09090909090909,67,28,39,29,2
12003,10,4,2,10,48.1,57,33,24,29,0
12004,1,1,1,1,38.0,38,38,0,29,1
12005,2,2,1,2,45.0,52,38,14,9,1
12006,18,1,4,17,44.388888888888886,62,23,39,29,0
12007,3,2,2,3,41.333333333333336,48,38,10,29,1
12008,10,4,3,9,38.6,52,18,34,29,0
12009,1,1,1,1,57.0,57,57,0,46,3
12010,2,1,2,2,33.0,33,33,0,29,1
12011,2,2,2,2,40.5,48,33,15,29,1
12012,8,3,2,8,46.375,62,33,29,29,0
12013,3,2,2,3,41.0,57,28,29,29,0
12014,19,2,4,11,47.8421052631579,62,23,39,29,0
12015,2,1,1,2,52.5,62,43,19,29,3
12016,10,2,2,7,47.2,62,33,29,29,0
12017,1,1,1,1,38.0,38,38,0,29,1
12018,2,1,1,2,45.5,48,43,5,29,3
12019,20,5,4,20,39.4,62,23,39,29,2
12020,2,2,2,2,45.5,48,43,5,34,1
12021,12,5,4,12,39.5,57,28,29,29,2
12022,10,4,3,10,48.4,67,33,34,29,0
12023,4,2,1,4,41.5,52,38,14,29,1
12024,3,2,3,3,42.0,62,26,36,29,0
12025,10,2,2,9,51.9,67,33,34,29,0
12026,2,2,2,2,35.5,43,28,15,29,1
12027,6,3,2,6,47.333333333333336,55,38,17,29,0
12028,6,1,3,6,42.666666666666664,57,23,34,46,0
12029,2,2,2,2,45.0,52,38,14,29,1
12030,2,1,2,2,38.0,43,33,10,46,1
12031,4,1,2,4,41.75,48,28,20,29,1
12032,7,2,1,6,44.714285714285715,57,38,19,29,0
12033,12,3,1,9,30.916666666666668,33,28,5,29,1
12034,7,2,2,7,53.857142857142854,82,38,44,29,0
12035,7,2,1,7,52.285714285714285,62,38,24,29,3
12036,8,3,3,8,46.875,67,28,39,29,0
12037,1,1,1,1,38.0,38,38,0,29,1
12038,6,1,1,6,34.666666666666664,43,28,15,29,1
12039,13,2,2,9,47.0,62,38,24,9,0
12040,6,1,2,5,50.166666666666664,62,43,19,44,3
12041,8,1,2,8,48.625,67,28,39,29,0
12042,1,1,1,1,33.0,33,33,0,29,1
12043,10,4,4,10,39.1,62,26,36,29,0
12044,8,1,1,2,41.125,43,38,5,9,1
12045,5,3,2,4,42.8,57,33,24,9,0
12046,2,2,1,2,47.5,57,38,19,29,3
12047,10,1,3,9,43.8,52,38,14,29,0
12048,2,2,1,2,35.5,38,33,5,29,1
12049,4,3,1,4,50.0,62,38,24,9,0
12050,7,2,1,7,50.142857142857146,82,33,49,29,0
12051,3,2,1,2,39.666666666666664,43,38,5,29,1
12052,5,3,2,5,47.8,62,38,24,9,0
12053,7,1,2,7,45.42857142857143,62,33,29,29,0
12054,7,4,2,7,43.285714285714285,57,20,37,29,0
12055,2,1,1,1,38.0,38,38,0,9,1
12056,39,5,4,30,41.69230769230769,57,20,37,29,2
12057,31,4,4,22,46.70967741935484,82,20,62,24,2
12058,3,2,1,3,44.666666666666664,48,43,5,29,1
12059,1,1,1,1,48.0,48,48,0,29,3
12060,2,1,1,2,45.0,62,28,34,29,0
12061,2,1,1,2,52.0,52,52,0,29,3
12062,3,2,1,3,54.0,62,43,19,29,3
12063,1,1,1,1,38.0,38,38,0,29,1
12064,4,1,2,4,40.5,48,38,10,41,1
12065,21,1,3,20,41.904761904761905,72,23,49,29,2
12066,18,4,4,14,40.111111111111114,72,26,46,21,2
12067,3,1,2,3,39.333333333333336,62,23,39,29,0
12068,12,4,4,12,48.333333333333336,62,33,29,29,0
12069,1,1,1,1,38.0,38,38,0,29,1
12070,5,3,2,5,43.8,52,33,19,29,0
12071,10,4,3,8,41.3,57,26,31,29,0
12072,12,3,3,11,50.166666666666664,72,26,46,29,0
12073,3,2,1,3,38.0,48,33,15,29,1
12074,7,1,2,4,35.857142857142854,43,28,15,29,1
12075,2,1,2,2,42.5,52,33,19,29,1
12076,6,1,3,4,49.166666666666664,57,38,19,29,0
12077,1,1,1,1,55.0,55,55,0,29,3
12078,1,1,1,1,38.0,38,38,0,29,1
12079,6,1,2,6,45.833333333333336,60,33,27,29,0
12080,6,2,2,4,50.0,67,38,29,29,0
12081,1,1,1,1,82.0,82,82,0,29,3
12082,7,3,2,6,43.42857142857143,62,28,34,29,0
12083,2,1,2,2,52.5,62,43,19,29,3
12084,24,4,4,18,38.666666666666664,62,28,34,29,2
12085,2,1,1,2,77.0,82,72,10,29,3
12086,7,2,3,7,47.42857142857143,57,33,24,29,0
12087,14,1,3,12,46.142857142857146,62,28,34,29,0
12088,2,2,1,2,62.0,62,62,0,29,3
12089,1,1,1,1,67.0,67,67,0,29,3
12090,2,2,2,2,35.5,43,28,15,29,1
12091,1,1,1,1,82.0,82,82,0,44,3
12092,6,3,1,6,33.0,43,28,15,29,1
12093,1,1,1,1,38.0,38,38,0,29,1
12094,2,1,1,2,38.0,38,38,0,29,1
12095,1,1,1,1,38.0,38,38,0,29,1
12096,5,3,2,4,29.8,43,20,23,29,1
12097,1,1,1,1,38.0,38,38,0,29,1
12098,2,1,1,2,35.5,43,28,15,29,1
12099,2,1,2,2,42.5,62,23,39,29,0
12100,8,3,1,8,41.25,62,28,34,29,0
12101,20,3,3,16,37.65,62,23,39,29,2
12102,11,4,3,11,33.81818181818182,52,28,24,29,0
12103,1,1,1,1,57.0,57,57,0,29,3
12104,5,2,1,3,48.6,62,33,29,29,0
12105,3,3,2,3,33.0,38,28,10,29,1
12106,7,1,2,7,50.285714285714285,62,38,24,29,0
12107,4,2,1,4,46.25,57,33,24,29,0
12108,9,4,3,9,41.77777777777778,52,28,24,29,0
12109,10,2,2,10,47.2,65,28,37,29,0
12110,2,2,2,2,21.5,23,20,3,29,1
12111,6,2,3,6,40.333333333333336,62,23,39,29,0
12112,6,3,1,6,37.166666666666664,43,28,15,29,1
12113,5,1,2,5,47.6,62,38,24,29,0
12114,1,1,1,1,28.0,28,28,0,29,1
12115,8,3,2,8,42.125,62,28,34,29,0
12116,3,3,1,3,39.333333333333336,57,28,29,29,0
12117,2,1,1,2,64.5,67,62,5,29,3
12118,1,1,1,1,57.0,57,57,0,29,3
12119,2,2,1,2,38.0,38,38,0,29,1
12120,3,3,2,3,41.0,52,28,24,29,0
12121,2,1,1,2,52.0,52,52,0,29,3
12122,1,1,1,1,33.0,33,33,0,9,1
12123,2,2,1,2,33.0,33,33,0,29,1
12124,3,2,2,3,52.666666666666664,82,38,44,9,0
12125,5,3,2,5,48.6,67,33,34,29,0
12126,4,1,2,4,58.75,82,43,39,46,3
12127,10,3,2,9,50.4,67,28,39,29,0
12128,10,1,2,8,38.8,52,28,24,29,0
12129,4,1,2,4,40.5,43,38,5,29,1
12130,1,1,1,1,57.0,57,57,0,29,3
12131,4,1,1,4,34.25,38,28,10,29,1
12132,3,1,1,1,28.0,28,28,0,29,1
12133,5,2,1,5,49.4,62,33,29,9,0
12134,11,2,4,9,40.90909090909091,62,23,39,29,0
12135,1,1,1,1,48.0,48,48,0,29,3
12136,5,2,2,5,43.6,57,33,24,29,0
12137,2,1,1,2,52.5,62,43,19,29,3
12138,6,2,3,5,32.5,52,20,32,9,0
12139,5,1,1,5,40.8,72,28,44,9,0
12140,3,2,2,3,39.666666666666664,43,38,5,29,1
12141,56,3,3,39,45.839285714285715,62,28,34,9,2
12142,1,1,1,1,57.0,57,57,0,29,3
12143,20,2,3,18,47.2,82,28,54,29,2
12144,12,4,2,5,39.833333333333336,57,28,29,9,0
12145,4,3,2,4,38.0,43,33,10,29,1
12146,19,2,4,19,43.73684210526316,67,28,39,29,2
12147,1,1,1,1,57.0,57,57,0,29,3
12148,17,4,2,11,34.470588235294116,48,28,20,29,0
12149,2,1,1,2,54.5,57,52,5,29,3
12150,15,2,4,13,39.8,62,23,39,29,0
12151,1,1,1,1,33.0,33,33,0,9,1
12152,1,1,1,1,82.0,82,82,0,9,3
12153,7,2,1,4,53.57142857142857,57,38,19,24,3
12154,4,1,2,3,36.75,38,33,5,29,1
12155,1,1,1,1,52.0,52,52,0,29,3
12156,13,5,2,11,35.69230769230769,48,23,25,29,0
12157,4,2,1,4,59.5,67,52,15,29,3
12158,1,1,1,1,38.0,38,38,0,9,1
12159,1,1,1,1,38.0,38,38,0,29,1
12160,5,2,1,5,51.2,57,38,19,29,3
12161,24,4,3,24,44.458333333333336,62,33,29,9,2
12162,3,2,2,2,60.333333333333336,62,57,5,9,3
12163,1,1,1,1,52.0,52,52,0,29,3
12164,1,1,1,1,38.0,38,38,0,9,1
12165,1,1,1,1,43.0,43,43,0,29,1
12166,4,3,3,4,42.5,57,28,29,29,0
12167,8,2,2,8,37.25,52,23,29,29,0
12168,4,2,2,4,40.5,48,33,15,29,1
12169,13,3,2,10,39.38461538461539,62,28,34,29,0
12170,3,1,2,3,38.0,48,23,25,29,1
12171,2,1,1,1,38.0,38,38,0,29,1
12172,1,1,1,1,72.0,72,72,0,9,3
12173,5,1,1,3,52.0,52,52,0,29,3
12174,2,1,2,2,28.0,28,28,0,9,1
12175,3,1,2,3,51.0,72,33,39,9,0
12176,1,1,1,1,33.0,33,33,0,29,1
12177,7,4,2,7,33.714285714285715,43,23,20,29,0
12178,1,1,1,1,33.0,33,33,0,29,1
12179,3,2,1,3,54.0,67,38,29,29,3
12180,5,1,2,5,46.8,67,23,44,29,0
12181,13,3,4,13,45.69230769230769,62,20,42,29,0
12182,1,1,1,1,38.0,38,38,0,29,1
12183,1,1,1,1,33.0,33,33,0,29,1
12184,10,1,2,10,37.5,48,23,25,29,0
12185,5,3,2,5,39.4,60,28,32,29,0
12186,2,1,1,1,43.0,43,43,0,29,1
12187,2,1,1,1,67.0,67,67,0,29,3
12188,9,2,1,9,44.111111111111114,62,28,34,29,0
12189,9,1,2,7,50.0,62,33,29,29,0
12190,2,1,1,1,52.0,52,52,0,29,3
12191,1,1,1,1,48.0,48,48,0,29,3
12192,3,1,2,3,55.0,65,38,27,29,3
12193,3,1,2,3,41.0,67,23,44,29,0
12194,7,2,2,7,41.857142857142854,65,33,32,29,0
12195,4,2,2,4,36.75,48,33,15,29,1
12196,2,2,2,2,52.5,62,43,19,29,3
12197,3,2,1,3,41.333333333333336,48,28,20,29,1
12198,3,1,2,3,53.333333333333336,62,38,24,29,3
12199,10,4,2,8,38.9,52,23,29,29,0
12200,4,3,2,4,38.0,48,28,20,29,0
12201,1,1,1,1,43.0,43,43,0,29,1
12202,3,1,2,3,47.666666666666664,57,43,14,29,3
12203,16,3,3,14,42.375,57,28,29,29,0
12204,5,3,3,5,37.8,57,28,29,29,0
12205,3,3,1,3,36.333333333333336,48,28,20,29,1
12206,1,1,1,1,57.0,57,57,0,29,3
12207,5,3,2,5,37.0,48,23,25,29,0
12208,11,4,3,11,38.0,57,28,29,29,0
12209,2,1,1,1,38.0,38,38,0,29,1
12210,7,3,3,7,37.142857142857146,52,28,24,29,0
12211,7,1,3,7,43.142857142857146,57,23,34,29,0
12212,2,1,1,2,38.0,48,28,20,29,1
12213,1,1,1,1,82.0,82,82,0,29,3
12214,3,2,1,3,44.333333333333336,57,38,19,29,3
12215,14,2,1,11,49.857142857142854,67,38,29,29,0
12216,16,2,4,14,48.8125,82,33,49,29,0
12217,8,1,3,7,38.5,52,23,29,9,0
12218,3,3,2,3,37.333333333333336,48,26,22,29,0
12219,6,4,1,6,35.5,48,28,20,29,0
12220,1,1,1,1,52.0,52,52,0,29,3
12221,2,1,1,2,47.5,62,33,29,44,3
12222,2,2,1,2,33.0,33,33,0,24,1
12223,8,3,3,8,38.5,57,23,34,29,0
12224,13,4,2,9,41.23076923076923,62,28,34,29,0
12225,14,3,3,14,34.785714285714285,48,23,25,29,0
12226,4,2,1,4,47.5,57,38,19,29,3
12227,1,1,1,1,38.0,38,38,0,29,1
12228,4,2,1,4,47.5,57,38,19,29,3
12229,2,1,1,2,50.0,62,38,24,29,3
12230,4,2,2,4,46.5,62,38,24,29,0
12231,6,2,3,6,53.333333333333336,72,38,34,29,0
12232,2,2,1,2,62.0,62,62,0,29,3
12233,6,2,3,6,41.833333333333336,62,28,34,29,0
12234,2,1,2,2,38.0,43,33,10,29,1
12235,3,2,2,3,47.0,60,33,27,29,0
12236,5,1,3,5,42.8,67,28,39,29,0
12237,1,1,1,1,57.0,57,57,0,29,3
12238,1,1,1,1,48.0,48,48,0,29,3
12239,9,3,2,9,48.333333333333336,62,20,42,29,0
12240,3,1,1,3,53.666666666666664,57,52,5,29,3
12241,68,4,4,68,42.088235294117645,77,18,59,29,2
12242,6,3,3,6,44.833333333333336,60,38,22,34,0
12243,1,1,1,1,38.0,38,38,0,29,1
12244,1,1,1,1,38.0,38,38,0,29,1
12245,2,1,1,2,49.0,60,38,22,29,3
12246,3,3,2,3,33.0,33,33,0,29,1
12247,9,3,2,9,43.22222222222222,57,33,24,29,0
12248,10,3,3,9,44.3,62,33,29,29,0
12249,1,1,1,1,57.0,57,57,0,12,3
12250,1,1,1,1,52.0,52,52,0,29,3
12251,2,2,2,2,57.0,62,52,10,29,3
12252,1,1,1,1,33.0,33,33,0,29,1
12253,5,2,1,5,41.8,62,28,34,29,0
12254,1,1,1,1,52.0,52,52,0,29,3
12255,6,2,2,5,54.166666666666664,62,48,14,29,3
12256,1,1,1,1,48.0,48,48,0,29,3
12257,3,1,1,2,38.0,38,38,0,16,1
12258,1,1,1,1,48.0,48,48,0,29,3
12259,8,2,2,8,48.75,62,38,24,29,0
12260,2,1,1,2,40.5,43,38,5,29,1
12261,2,1,1,2,38.0,43,33,10,29,1
12262,15,4,4,14,35.53333333333333,52,23,29,29,2
12263,2,2,1,2,34.0,48,20,28,29,1
12264,18,2,2,16,51.333333333333336,67,33,34,46,0
12265,8,1,1,7,54.625,62,38,24,29,3
12266,4,3,1,4,48.75,62,33,29,29,0
12267,1,1,1,1,57.0,57,57,0,29,3
12268,3,1,2,3,38.0,48,33,15,21,1
12269,6,3,2,6,36.333333333333336,48,23,25,29,0
12270,1,1,1,1,38.0,38,38,0,29,1
12271,2,1,2,2,42.5,57,28,29,46,0
12272,4,1,2,4,45.0,62,28,34,9,0
12273,5,1,3,5,45.6,67,23,44,29,0
12274,3,1,1,3,34.666666666666664,38,28,10,29,1
12275,4,3,2,4,49.0,77,33,44,29,0
12276,2,1,2,2,47.5,57,38,19,29,3
12277,4,2,1,4,48.75,57,38,19,29,3
12278,4,3,3,4,39.0,52,28,24,29,0
12279,12,4,2,12,38.833333333333336,57,20,37,29,0
12280,1,1,1,1,62.0,62,62,0,46,3
12281,6,3,2,6,36.333333333333336,43,28,15,29,1
12282,3,2,1,2,50.666666666666664,57,38,19,29,3
12283,2,1,1,2,57.0,57,57,0,29,3
12284,1,1,1,1,52.0,52,52,0,9,3
12285,4,3,2,4,48.75,62,38,24,9,0
12286,3,1,2,3,48.0,48,48,0,29,3
12287,1,1,1,1,43.0,43,43,0,29,1
12288,7,4,3,7,43.142857142857146,65,28,37,29,0
12289,9,1,3,9,52.333333333333336,62,38,24,29,0
12290,3,1,1,3,47.333333333333336,52,38,14,9,3
12291,3,2,2,3,38.0,43,33,10,9,1
12292,50,3,3,40,44.78,82,18,64,9,2
12293,11,1,2,10,38.81818181818182,62,23,39,29,0
12294,1,1,1,1,33.0,33,33,0,29,1
12295,1,1,1,1,43.0,43,43,0,29,1
12296,31,3,3,30,46.96774193548387,82,28,54,29,2
12297,5,3,4,5,41.8,52,23,29,29,0
12298,7,2,2,7,39.714285714285715,62,20,42,29,0
12299,10,2,3,8,46.6,72,28,44,16,0
12300,1,1,1,1,43.0,43,43,0,29,1
12301,1,1,1,1,33.0,33,33,0,29,1
12302,5,1,1,5,42.8,82,28,54,29,0
12303,4,2,2,4,49.75,62,33,29,9,0
12304,1,1,1,1,62.0,62,62,0,24,3
12305,8,3,3,7,39.125,57,28,29,29,0
12306,3,3,2,3,47.333333333333336,62,28,34,32,0
12307,2,1,2,2,47.5,52,43,9,29,3
12308,5,2,1,3,42.8,62,38,24,29,0
12309,5,2,2,5,43.8,67,33,34,41,0
12310,6,2,1,6,51.5,67,38,29,9,3
12311,8,3,4,8,49.875,62,20,42,29,0
12312,2,1,1,1,62.0,62,62,0,29,3
12313,4,1,1,4,48.75,67,33,34,29,0
12314,1,1,1,1,48.0,48,48,0,9,3
12315,6,2,2,6,46.166666666666664,82,28,54,9,0
12316,9,2,3,9,40.111111111111114,62,28,34,29,0
12317,4,3,2,4,45.0,57,33,24,29,0
